    1,2019-05-09T09:14:05.187, -0.0227, 79.9206,3396.290,3661.788,-28.8473,3444.1921, 38.06, 1.863
    2,2019-05-09T09:14:05.325, -0.0154, 79.9197,3396.290,3661.792,-28.8465,3444.1884, 38.06, 1.863
    3,2019-05-09T09:14:05.473, -0.0074, 79.9187,3396.290,3661.797,-28.8456,3444.1845, 38.05, 1.863
    4,2019-05-09T09:14:05.622,  0.0005, 79.9177,3396.290,3661.801,-28.8448,3444.1805, 38.05, 1.863
    5,2019-05-09T09:14:05.759,  0.0079, 79.9168,3396.290,3661.805,-28.8440,3444.1769, 38.05, 1.863
    6,2019-05-09T09:14:05.907,  0.0158, 79.9158,3396.290,3661.809,-28.8431,3444.1729, 38.05, 1.863
    7,2019-05-09T09:14:06.056,  0.0237, 79.9148,3396.290,3661.813,-28.8422,3444.1690, 38.04, 1.863
    8,2019-05-09T09:14:06.193,  0.0311, 79.9139,3396.290,3661.817,-28.8415,3444.1653, 38.04, 1.863
    9,2019-05-09T09:14:06.341,  0.0390, 79.9129,3396.290,3661.822,-28.8406,3444.1614, 38.04, 1.863
   10,2019-05-09T09:14:06.490,  0.0470, 79.9120,3396.290,3661.826,-28.8397,3444.1574, 38.04, 1.863
   11,2019-05-09T09:14:06.627,  0.0543, 79.9111,3396.290,3661.830,-28.8389,3444.1538, 38.03, 1.863
   12,2019-05-09T09:14:06.775,  0.0622, 79.9101,3396.290,3661.834,-28.8381,3444.1498, 38.03, 1.863
   13,2019-05-09T09:14:06.924,  0.0702, 79.9091,3396.290,3661.838,-28.8372,3444.1459, 38.03, 1.863
   14,2019-05-09T09:14:07.072,  0.0781, 79.9081,3396.290,3661.843,-28.8364,3444.1419, 38.03, 1.863
   15,2019-05-09T09:14:07.210,  0.0855, 79.9072,3396.290,3661.846,-28.8356,3444.1383, 38.02, 1.863
   16,2019-05-09T09:14:07.358,  0.0934, 79.9062,3396.290,3661.851,-28.8347,3444.1343, 38.02, 1.863
