    1,2019-03-09T18:16:58.314, -0.0231, 79.9363,3396.290,3661.651,-28.9789,3444.4789, 31.87, 2.237
    2,2019-03-09T18:16:58.452, -0.0158, 79.9353,3396.290,3661.655,-28.9781,3444.4751, 31.87, 2.237
    3,2019-03-09T18:16:58.600, -0.0078, 79.9344,3396.290,3661.659,-28.9773,3444.4710, 31.87, 2.237
    4,2019-03-09T18:16:58.749,  0.0001, 79.9334,3396.290,3661.664,-28.9765,3444.4668, 31.87, 2.237
    5,2019-03-09T18:16:58.886,  0.0075, 79.9325,3396.290,3661.668,-28.9757,3444.4630, 31.87, 2.237
    6,2019-03-09T18:16:59.034,  0.0154, 79.9315,3396.290,3661.672,-28.9749,3444.4589, 31.87, 2.237
    7,2019-03-09T18:16:59.183,  0.0233, 79.9305,3396.290,3661.676,-28.9741,3444.4548, 31.87, 2.237
    8,2019-03-09T18:16:59.320,  0.0307, 79.9296,3396.290,3661.680,-28.9733,3444.4509, 31.87, 2.237
    9,2019-03-09T18:16:59.468,  0.0386, 79.9286,3396.290,3661.684,-28.9725,3444.4468, 31.87, 2.237
   10,2019-03-09T18:16:59.617,  0.0466, 79.9276,3396.290,3661.689,-28.9717,3444.4427, 31.87, 2.237
   11,2019-03-09T18:16:59.754,  0.0539, 79.9267,3396.290,3661.693,-28.9709,3444.4388, 31.87, 2.237
   12,2019-03-09T18:16:59.902,  0.0618, 79.9257,3396.290,3661.697,-28.9701,3444.4347, 31.88, 2.237
   13,2019-03-09T18:17:00.051,  0.0698, 79.9247,3396.290,3661.701,-28.9693,3444.4306, 31.88, 2.237
   14,2019-03-09T18:17:00.199,  0.0777, 79.9238,3396.290,3661.706,-28.9684,3444.4264, 31.88, 2.237
   15,2019-03-09T18:17:00.337,  0.0851, 79.9229,3396.290,3661.710,-28.9677,3444.4226, 31.88, 2.237
   16,2019-03-09T18:17:00.485,  0.0930, 79.9219,3396.290,3661.714,-28.9668,3444.4185, 31.88, 2.237
   17,2019-03-09T18:17:00.634,  0.1009, 79.9209,3396.290,3661.718,-28.9660,3444.4143, 31.88, 2.237
